"filename", "language", "Properties", "JavaScript", "XML", "PowerShell", "Shell Script", "JSON", "HTML", "SCSS", "CSS", "comment", "blank", "total"
"c:\Users\gorka\workspace\WacLine\input\.editorconfig", "Properties", 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 13
"c:\Users\gorka\workspace\WacLine\input\.gitattributes", "Properties", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\gorka\workspace\WacLine\input\.idea\misc.xml", "XML", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 9
"c:\Users\gorka\workspace\WacLine\input\.idea\modules.xml", "XML", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Users\gorka\workspace\WacLine\input\.idea\vcs.xml", "XML", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\gorka\workspace\WacLine\input\app\_locales\en\messages.json", "JSON", 0, 0, 0, 0, 0, 119, 0, 0, 0, 0, 1, 120
"c:\Users\gorka\workspace\WacLine\input\app\content\browserStorage\browserStorageSearch.html", "HTML", 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 1, 29
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\build\pdf.js", "JavaScript", 0, 17490, 0, 0, 0, 0, 0, 0, 0, 156, 892, 18538
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\build\pdf.worker.js", "JavaScript", 0, 44374, 0, 0, 0, 0, 0, 0, 0, 175, 958, 45507
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\images\annotation-check.svg", "XML", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\images\annotation-comment.svg", "XML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\images\annotation-help.svg", "XML", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\images\annotation-insert.svg", "XML", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\images\annotation-key.svg", "XML", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\images\annotation-newparagraph.svg", "XML", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 12
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\images\annotation-noicon.svg", "XML", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\images\annotation-note.svg", "XML", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 1, 43
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\images\annotation-paragraph.svg", "XML", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ach\viewer.properties", "Properties", 108, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 180
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\af\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ak\viewer.properties", "Properties", 59, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 131
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\an\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ar\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\as\viewer.properties", "Properties", 96, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 168
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ast\viewer.properties", "Properties", 106, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 178
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\az\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\be\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\bg\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\bn-BD\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\bn-IN\viewer.properties", "Properties", 106, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 178
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\br\viewer.properties", "Properties", 109, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 181
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\bs\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ca\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\cs\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\csb\viewer.properties", "Properties", 79, 0, 0, 0, 0, 0, 0, 0, 0, 28, 28, 135
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\cy\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\da\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\de\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\el\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\en-GB\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\en-US\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\en-ZA\viewer.properties", "Properties", 99, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 171
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\eo\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\es-AR\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\es-CL\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\es-ES\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 118
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\es-MX\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\et\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\eu\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\fa\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ff\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\fi\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\fr\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\fy-NL\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ga-IE\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\gd\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\gl\viewer.properties", "Properties", 97, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 169
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\gu-IN\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\he\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\hi-IN\viewer.properties", "Properties", 112, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 184
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\hr\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\hu\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\hy-AM\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\id\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\is\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\it\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 118
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ja\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ka\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\kk\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\km\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\kn\viewer.properties", "Properties", 111, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 183
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ko\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ku\viewer.properties", "Properties", 75, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 147
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\lg\viewer.properties", "Properties", 41, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 113
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\lij\viewer.properties", "Properties", 109, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 181
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\locale.properties", "Properties", 208, 0, 0, 0, 0, 0, 0, 0, 0, 0, 105, 313
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\lt\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\lv\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\mai\viewer.properties", "Properties", 97, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 169
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\mk\viewer.properties", "Properties", 62, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 134
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ml\viewer.properties", "Properties", 97, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 169
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\mn\viewer.properties", "Properties", 11, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 83
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\mr\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ms\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\my\viewer.properties", "Properties", 109, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 181
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\nb-NO\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\nl\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\nn-NO\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\nso\viewer.properties", "Properties", 59, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 131
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\oc\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\or\viewer.properties", "Properties", 96, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 168
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\pa-IN\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\pl\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16, 132
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\pt-BR\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\pt-PT\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\rm\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ro\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\ru\viewer.properties", "Properties", 113, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 185
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\rw\viewer.properties", "Properties", 10, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 82
"c:\Users\gorka\workspace\WacLine\input\app\content\pdfjs\web\locale\sah\viewer.properties", "Properties", 95, 0, 0, 0, 0, 0, 0, 0, 0, 56, 16, 167
